fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,year,month,day,day_of_week,time_bin,trip_distance
4.0,-73.98141479492188,40.778663635253906,-73.9768829345703,40.78511428833008,1,2015,2,2,Monday,Afternoon,0.5048680916593877
12.5,-73.98778,40.765240000000006,-74.008298,40.725887,2,2013,3,23,Saturday,Night,2.9236510209361324
5.5,-73.991387,40.749479,-74.004635,40.742112,2,2012,11,25,Sunday,Morning,0.8602889551788072
12.1,-73.984748,40.779834,-73.97654200000001,40.741851,1,2012,4,30,Monday,Evening,2.659441662761027
18.5,-73.977097,40.75333,-73.94969,40.807072,1,2011,5,10,Tuesday,Evening,3.980702052733269
9.7,-74.005567,40.741031,-73.977085,40.72333,2,2012,5,8,Tuesday,Night,1.9287268186588655
9.3,-73.997964,40.745176,-73.997086,40.725438,1,2012,4,30,Monday,Morning,1.3646226445841771
5.3,-73.99632700000001,40.738212,-73.98151800000001,40.735847,5,2011,5,12,Thursday,Morning,0.7923759211810578
8.5,-73.994663,40.750475,-73.97945,40.781977000000005,1,2010,4,25,Sunday,Evening,2.3177404680664595
3.7,-74.00461800000001,40.721447999999995,-73.997765,40.720687,1,2010,11,14,Sunday,Late Night,0.36271434511403583
3.3,-74.00455600000001,40.725876,-74.00007099999999,40.723592,2,2010,6,18,Friday,Afternoon,0.2829598887103969
14.5,-73.945603,40.782528000000006,-73.973642,40.756439,1,2013,9,19,Thursday,Afternoon,2.3243579721424847
8.1,-74.00148,40.73103,-73.987445,40.744843,2,2011,9,22,Thursday,Midday,1.2045364772513223
5.3,-73.99805,40.761057,-73.994803,40.750279,1,2010,2,16,Tuesday,Late Night,0.763879771840791
16.0,-73.997117,40.71443,-73.97716700000001,40.76437,1,2014,3,30,Sunday,Evening,3.605339494343428
12.1,-73.99073,40.755955,-73.98484499999999,40.728937,1,2012,3,31,Saturday,Midday,1.892129857017802
4.9,-73.980386,40.738381,-73.983428,40.726804,1,2010,4,19,Monday,Evening,0.81564566642044
10.5,-74.00818000000001,40.737898,-73.980135,40.76018,2,2009,6,18,Thursday,Evening,2.1273633160246717
11.7,-73.96391,40.773307,-73.985823,40.727672,2,2010,11,17,Wednesday,Evening,3.3554163207685446
5.3,-73.99588,40.732232,-73.9925,40.724447,1,2012,2,16,Thursday,Midday,0.5662926011584627
5.0,-73.981438,40.761156,-73.971078,40.761593,2,2013,8,27,Tuesday,Evening,0.5430510059424822
10.5,-73.985969,40.757285,-73.961878,40.767994,1,2009,6,3,Wednesday,Morning,1.461927125084276
6.9,-73.980237,40.752658,-73.99,40.751227,1,2009,7,10,Friday,Night,0.5205161160314554
7.0,-73.9834213256836,40.73831176757813,-73.97036743164062,40.75593948364258,2,2015,3,10,Tuesday,Morning,1.3966270977919044
13.3,-73.953707,40.7845,-73.991618,40.750519,1,2010,7,15,Thursday,Morning,3.073961147639109
3.3,-73.983308,40.767323,-73.978723,40.76447,1,2009,8,21,Friday,Morning,0.31054421301963275
6.5,-73.974373,40.750458,-73.986168,40.741988,1,2014,10,9,Thursday,Midday,0.8507502618618793
6.9,-73.978207,40.748517,-73.99426700000001,40.750142,5,2010,6,20,Sunday,Morning,0.8481490804078694
4.9,-73.971113,40.78781,-73.97872199999999,40.777435,1,2009,7,16,Thursday,Evening,0.8200090566360251
8.9,-74.005138,40.720127000000005,-73.98875,40.703305,0,2012,3,20,Tuesday,Evening,1.4449307033140728
7.3,-73.98586,40.76212,-73.964425,40.770732,1,2011,5,26,Thursday,Afternoon,1.2698212543765097
8.1,-73.980333,40.78324,-73.962135,40.810648,1,2009,7,6,Monday,Midday,2.119605428097386
12.0,-73.97944100000001,40.765319,-73.977002,40.774651,1,2014,6,19,Thursday,Midday,0.657328964822553
16.1,-73.960858,40.775813,-74.00049200000001,40.720147999999995,1,2009,9,1,Tuesday,Afternoon,4.370206337684842
5.5,-73.974273,40.75663,-73.978213,40.760187,1,2014,2,20,Thursday,Midday,0.3208320962142309
10.9,-74.00200699999999,40.751008,-73.961848,40.795590999999995,1,2011,3,14,Monday,Late Night,3.729066243862738
8.1,-74.002154,40.746885,-73.979977,40.770656,1,2011,11,9,Wednesday,Midday,2.011254204583313
14.5,-73.9777,40.751882,-73.959223,40.780314,1,2013,10,18,Friday,Morning,2.1896571567544045
8.5,-73.9937973022461,40.76204299926758,-73.96663665771484,40.76647567749024,1,2015,5,23,Saturday,Morning,1.4540681800853148
12.5,-73.982128,40.751745,-73.978077,40.783099,1,2009,6,14,Sunday,Evening,2.17683330597293
8.5,-73.969373,40.76238,-73.98299499999999,40.748757,5,2014,2,10,Monday,Afternoon,1.1808641995605154
11.5,-73.94810799999999,40.775555,-73.9819,40.768027,1,2013,1,21,Monday,Morning,1.843213002635807
9.3,-73.987205,40.739703000000006,-73.981974,40.754001,1,2009,6,15,Monday,Morning,1.0252047895058911
11.0,-73.952015,40.777095,-73.97974,40.765812,1,2013,11,29,Friday,Evening,1.6470289822358737
2.5,-74.007421,40.705919,-74.008455,40.705518,1,2009,10,27,Tuesday,Night,0.06083773755897043
4.0,-74.00558000000001,40.743617,-74.00405,40.752492,1,2013,7,3,Wednesday,Evening,0.6184490838417677
9.5,-73.984902,40.74524,-73.98886,40.76358,3,2014,8,29,Friday,Evening,1.2840723522731732
4.6,-73.992583,40.742952,-74.003603,40.732293,1,2009,3,6,Friday,Late Night,0.9355911073585566
10.5,-74.007489,40.70499,-74.005717,40.725481,1,2013,11,20,Wednesday,Evening,1.4189168767516598
4.5,-74.000842,40.725782,-73.994435,40.732187,1,2013,1,25,Friday,Morning,0.5553550577379001
4.9,-74.004483,40.730513,-74.01249200000001,40.71992,1,2011,8,24,Wednesday,Midday,0.8435897686416698
5.0,-73.971149,40.755148,-73.966032,40.752852,1,2014,2,21,Friday,Evening,0.3112978526732244
4.5,-73.96001899999999,40.773511,-73.95217199999999,40.773208,1,2014,6,17,Tuesday,Evening,0.41114744591457686
4.9,-73.980645,40.753682,-73.969712,40.757077,2,2009,5,26,Tuesday,Evening,0.6184679136519297
7.0,-73.98290252685547,40.75606918334961,-73.97091674804686,40.76192092895508,6,2015,5,1,Friday,Morning,0.7463407178883555
15.7,-73.98315699999999,40.763437,-73.99414200000001,40.7201,1,2012,6,25,Monday,Night,3.0492051970757914
8.1,-73.961244,40.811994,-73.978091,40.785398,1,2010,9,27,Monday,Midday,2.038080150240338
6.9,-73.981664,40.786635,-73.99910899999999,40.777008,1,2010,5,16,Sunday,Midday,1.1294173810480832
5.3,-73.98482800000001,40.747693,-73.996052,40.733323,1,2010,11,4,Thursday,Midday,1.1537786545196307
5.3,-73.997472,40.734182,-73.989747,40.730537,1,2010,11,12,Friday,Evening,0.47648442918140643
5.7,-73.98940400000001,40.741685,-73.985152,40.746282,1,2011,8,12,Friday,Evening,0.3878720114260928
8.5,-73.98383199999999,40.764912,-73.97458,40.788165,1,2013,3,16,Saturday,Evening,1.678074010618054
18.0,-73.95480500000001,40.805351,-73.981026,40.758428,1,2014,2,24,Monday,Evening,3.5205692780471503
5.0,-73.98778,40.74815,-73.99461,40.750367,1,2014,11,24,Monday,Morning,0.3889630005771264
8.5,-73.975284,40.760594,-73.989829,40.738215999999994,1,2011,2,1,Tuesday,Midday,1.7235528321053428
11.7,-73.94802,40.774667,-73.97538,40.754827,1,2009,10,23,Friday,Midday,1.9823212503622345
8.0,-73.982117,40.727927,-74.00314499999999,40.738847,1,2012,9,27,Thursday,Night,1.3347473922308024
10.5,-73.977417,40.784317,-73.94730899999999,40.830149,2,2009,3,10,Tuesday,Night,3.5367680264089376
6.9,-74.006838,40.73531,-73.99436700000001,40.746078,1,2009,9,22,Tuesday,Midday,0.989886074919744
8.0,-73.961427,40.768797,-73.96137,40.768837,1,2014,5,30,Friday,Evening,0.004066532909517167
6.5,-73.994553,40.724657,-73.981434,40.724832,1,2014,8,2,Saturday,Afternoon,0.6870931760815575
6.1,-73.968858,40.77234,-73.970713,40.773093,5,2011,5,2,Monday,Morning,0.11013383551501603
4.5,-73.995532,40.764852000000005,-73.99575300000001,40.769135,1,2012,11,17,Saturday,Morning,0.2961708595957206
10.5,-73.98076,40.73219,-73.95514,40.76906,2,2014,1,11,Saturday,Midday,2.8790500908737497
10.5,-73.975859,40.749047,-73.989958,40.725459,1,2013,12,23,Monday,Morning,1.7892396204744265
8.5,-73.971441,40.763529,-73.98931800000001,40.776681,1,2013,8,23,Friday,Afternoon,1.3042372656060042
9.0,-73.97988000000001,40.74674,-74.00314,40.7564,1,2014,6,1,Sunday,Midday,1.3884991130358644
14.9,-73.985957,40.763622999999995,-73.97731800000001,40.753688,1,2011,7,13,Wednesday,Afternoon,0.8220141984610971
11.0,-73.958937,40.779918,-73.963036,40.758154,1,2013,10,29,Tuesday,Evening,1.5190610349649787
4.0,-74.000488,40.732462,-73.99602,40.738617,2,2014,6,1,Sunday,Night,0.48538720465942
6.0,-73.94556800000001,40.807979,-73.95881899999999,40.81525,1,2013,10,20,Sunday,Evening,0.8559515173880672
4.5,-73.986631,40.729883,-73.987287,40.722421999999995,1,2011,6,19,Sunday,Night,0.5166802591933879
8.0,-73.991479,40.759892,-73.982343,40.774577,3,2013,5,6,Monday,Evening,1.1216949764920092
9.3,-73.975965,40.748637,-73.985977,40.743396999999995,3,2012,4,13,Friday,Evening,0.6370212081928686
6.1,-73.979713,40.767747,-73.974203,40.7605,1,2009,8,31,Monday,Midday,0.5778451014473825
8.5,-73.997792,40.725821999999994,-73.97565999999999,40.730202,2,2012,2,18,Saturday,Late Night,1.1977691488781474
3.3,-73.953435,40.771246999999995,-73.951842,40.777021999999995,5,2009,6,10,Wednesday,Afternoon,0.40765195626188977
15.0,-73.983558,40.766234999999995,-73.995008,40.73996,2,2012,11,16,Friday,Midday,1.9119052726911885
10.1,-73.979453,40.784782,-73.982202,40.762201,1,2011,5,14,Saturday,Evening,1.566909430675495
13.5,-73.988682,40.739657,-73.977795,40.783937,1,2014,6,30,Monday,Night,3.1122439981978007
15.0,-73.95638000000001,40.781365,-73.98498199999999,40.748387,1,2014,6,17,Tuesday,Midday,2.7263661328302224
5.7,-73.983402,40.755088,-73.981972,40.753318,1,2010,6,24,Thursday,Afternoon,0.14338921638413982
14.0,-73.947466,40.808688,-73.947466,40.808688,1,2014,10,30,Thursday,Night,0.0
17.0,-74.00240699999999,40.750166,-73.94391800000001,40.793817,2,2009,3,28,Saturday,Late Night,4.297079627038355
8.5,-73.983042,40.776663,-73.978827,40.75874,1,2013,6,16,Sunday,Evening,1.2579264612469678
6.5,-73.97475899999999,40.732858,-73.972045,40.754391,1,2010,5,10,Monday,Late Night,1.4946466740943518
7.0,-73.993806,40.7207,-73.98348299999999,40.738529,1,2014,10,18,Saturday,Evening,1.3453079882188632
8.1,-73.984572,40.736845,-73.96231,40.755547,2,2010,6,15,Tuesday,Evening,1.7401381170741914
16.5,-73.944463,40.794797,-73.948267,40.755432,1,2012,9,23,Sunday,Late Night,2.7272997938115404
7.5,-74.01010600000001,40.720265999999995,-74.00161999999999,40.732254,3,2014,5,23,Friday,Night,0.9400060202508157
14.5,-74.003842,40.73222,-73.983502,40.780485,5,2014,7,9,Wednesday,Night,3.500799087667309
8.1,-73.978877,40.728288,-74.007327,40.743373,1,2012,2,25,Saturday,Late Night,1.8180349092300347
17.3,-73.982151,40.770902,-73.939196,40.843533,1,2011,1,9,Sunday,Evening,5.498522114766234
4.9,-73.99077700000001,40.756083,-73.983528,40.756228,5,2009,8,13,Thursday,Morning,0.3795526418857024
7.3,-73.999837,40.733137,-73.99365999999999,40.751721999999994,1,2009,11,9,Monday,Afternoon,1.324268753201996
8.1,-73.968923,40.763118,-73.974944,40.777659,1,2010,2,16,Tuesday,Evening,1.0529922614080076
5.3,-73.967443,40.766972,-73.957045,40.779987,5,2011,2,13,Sunday,Evening,1.0510922929606314
14.5,-73.981994,40.777759,-74.008135,40.730556,1,2011,2,28,Monday,Morning,3.5369952690240063
10.9,-73.961955,40.764263,-73.991937,40.738164000000005,1,2010,5,27,Thursday,Evening,2.390650169196817
14.0,-74.006366,40.738783000000005,-74.001921,40.716891,1,2013,9,19,Thursday,Midday,1.5304864681097412
18.5,-73.993181,40.727971,-73.96820100000001,40.79805,1,2011,5,12,Thursday,Night,5.015667392037437
13.3,-73.98655,40.757478000000006,-73.93719300000001,40.796243,5,2010,6,24,Thursday,Late Night,3.7208214826577644
8.1,-73.962417,40.799995,-73.95029,40.826440000000005,5,2012,2,25,Saturday,Morning,1.9342119927480765
6.5,-73.99386,40.74137,-73.998447,40.745127,1,2013,12,20,Friday,Evening,0.3536337354138753
16.5,-73.95554,40.785487,-73.9753,40.719055,1,2011,4,7,Thursday,Morning,4.7053784741935365
10.0,-73.97499300000001,40.75096,-73.982287,40.748203,1,2014,11,13,Thursday,Midday,0.4266996127621818
7.7,-73.95322900000001,40.775759,-73.952228,40.789812,2,2009,1,23,Friday,Midday,0.9724396905726569
8.5,-73.9812,40.768245,-73.983952,40.76005,1,2013,4,3,Wednesday,Midday,0.5842839047239172
6.5,-73.973372,40.763762,-73.981495,40.752396999999995,1,2012,7,9,Monday,Midday,0.8929965367706802
7.7,-73.983125,40.730518,-73.969274,40.757808,1,2009,12,21,Monday,Midday,2.020282887476809
4.0,-73.999898,40.743272999999995,-74.001081,40.75143,4,2012,9,16,Sunday,Midday,0.5670208892147376
9.0,-74.01650699999999,40.710161,-74.00354300000001,40.72535,1,2013,6,11,Tuesday,Evening,1.249984135646735
5.0,-74.004975,40.751817,-73.99483000000001,40.750297,1,2013,3,13,Wednesday,Afternoon,0.541327357124027
4.0,-73.991385,40.73236,-73.99645,40.725517,1,2014,12,27,Saturday,Midday,0.5421367445495114
4.5,-73.980025,40.746065,-73.986772,40.744012,6,2014,4,12,Saturday,Evening,0.3806267475362493
6.5,-73.996864,40.74297,-74.009396,40.726465999999995,1,2013,4,21,Sunday,Night,1.315680007897442
4.9,-73.97693199999999,40.758628,-73.97278299999999,40.752274,2,2010,1,14,Thursday,Afternoon,0.4898185796709322
7.0,-73.983437,40.754738,-73.995187,40.754851,1,2013,10,5,Saturday,Afternoon,0.6150696648297016
12.5,-73.97078,40.764907,-73.972492,40.794289,1,2010,6,9,Wednesday,Afternoon,2.032200398108789
4.5,-73.99423217773438,40.75100708007813,-73.99678039550781,40.75804138183594,1,2015,5,29,Friday,Morning,0.5040217467740026
7.3,-73.989568,40.739845,-73.96944,40.754867,1,2011,7,8,Friday,Evening,1.4790574076505842
7.7,-73.996212,40.763542,-74.00559399999999,40.741278,1,2012,8,1,Wednesday,Night,1.6148716598734594
10.5,-73.9792,40.7359,-73.9779,40.7646,0,2011,7,29,Friday,Midday,1.9842678949507468
7.5,-73.99877166748048,40.73413848876953,-73.99392700195312,40.720890045166016,1,2015,1,17,Saturday,Night,0.9499356480494351
4.5,-73.957572,40.774472,-73.96233000000001,40.770445,5,2014,11,19,Wednesday,Evening,0.3733849024296087
12.5,-73.986082,40.762773,-73.959007,40.813392,1,2010,9,26,Sunday,Night,3.77357924694661
2.9,-73.972086,40.749816,-73.973739,40.747243,1,2009,10,1,Thursday,Midday,0.19772706794898645
14.0,-74.009787,40.712262,-73.976445,40.739617,5,2014,2,11,Tuesday,Morning,2.573141730943241
12.1,-73.951562,40.778009999999995,-73.98893199999999,40.741892,1,2012,6,15,Friday,Night,3.1707718307783033
6.0,-74.000777,40.718628,-73.999473,40.723412,1,2012,11,23,Friday,Midday,0.3375428226732446
4.5,-73.9667,40.764103000000006,-73.955458,40.776053000000005,5,2010,11,6,Saturday,Evening,1.013853124330752
8.5,-73.9882,40.741073,-74.002648,40.760665,3,2009,11,10,Tuesday,Evening,1.550687284970258
3.7,-73.986992,40.741349,-73.98096899999999,40.741833,1,2011,4,1,Friday,Late Night,0.3170878483130446
8.5,-73.97239499999999,40.759555,-73.9785,40.741218,1,2011,6,15,Wednesday,Midday,1.3067216325443887
16.5,-73.988747,40.778137,-74.009837,40.7216,1,2013,8,21,Wednesday,Morning,4.05956356680426
7.0,-73.95642852783203,40.77978515625,-73.97441101074219,40.78659057617188,2,2015,6,24,Wednesday,Midday,1.0518092872038796
7.5,-74.00856018066406,40.72011947631836,-74.00645446777344,40.73953628540039,3,2015,4,4,Saturday,Night,1.3461776018534508
5.5,-73.970022,40.765462,-73.959587,40.779897,1,2013,7,13,Saturday,Evening,1.1371091101692525
4.9,-73.982637,40.739596,-73.975511,40.749505,2,2012,6,28,Thursday,Evening,0.7797192286262855
5.3,-74.006888,40.711834,-74.004237,40.705714,1,2010,6,26,Saturday,Midday,0.4450908415744423
6.1,-73.96060200000001,40.797662,-73.949365,40.785455,1,2009,2,21,Saturday,Night,1.028109143859436
13.0,-73.98939200000001,40.705290000000005,-73.98939200000001,40.705290000000005,6,2013,6,20,Thursday,Evening,0.0
9.5,-73.9735,40.755105,-73.992837,40.74973,1,2014,6,8,Sunday,Morning,1.0781641861887985
7.5,-73.979431,40.737286,-73.977026,40.751919,1,2013,2,24,Sunday,Afternoon,1.0189134371669493
6.9,-73.985777,40.756737,-73.975332,40.765388,5,2009,4,7,Tuesday,Night,0.8100372021425739
8.0,-73.985385,40.75757,-73.99013000000001,40.774762,1,2014,4,7,Monday,Evening,1.2136023737859003
7.0,-73.990824,40.734001,-73.9794,40.720286,1,2013,10,13,Sunday,Late Night,1.1206847366326693
9.3,-73.99698599999999,40.742146000000005,-73.988315,40.758837,1,2009,3,25,Wednesday,Morning,1.239408412006502
15.5,-73.98275756835938,40.72278213500977,-73.95265197753906,40.77558898925781,1,2015,1,24,Saturday,Night,3.974602800277845
7.0,-73.9878921508789,40.7477912902832,-73.97222900390625,40.75674819946289,1,2015,3,28,Saturday,Morning,1.0272444142599542
4.5,-73.99564000000001,40.739284999999995,-74.00537800000001,40.739952,1,2009,7,1,Wednesday,Evening,0.511902998610266
11.5,-73.97776794433594,40.74222183227539,-73.99673461914062,40.71652221679688,2,2015,4,29,Wednesday,Night,2.034629726431069
8.0,-73.974249,40.759758000000005,-73.982361,40.768252,1,2013,12,23,Monday,Midday,0.7243644045427674
8.1,-73.976484,40.751234,-73.954564,40.76586,2,2011,5,22,Sunday,Night,1.5289195431354605
9.3,-74.01437299999999,40.716947999999995,-74.00008299999999,40.75489,5,2010,5,10,Monday,Morning,2.7263692534577038
11.7,-74.002057,40.724638,-73.98231700000001,40.768318,5,2009,8,17,Monday,Midday,3.190182540974625
7.5,-73.977941,40.788763,-73.95835100000001,40.783196999999994,1,2014,4,2,Wednesday,Evening,1.0946861175732174
9.7,-73.982647,40.748507,-73.95071999999999,40.771497,1,2011,12,27,Tuesday,Morning,2.3055869704670844
4.5,-73.998696,40.757606,-74.000688,40.747467,1,2012,1,13,Friday,Midday,0.7082972246671797
7.5,-73.99954,40.759027,-73.98286,40.762082,1,2014,4,22,Tuesday,Afternoon,0.8981502792042131
7.7,-74.009045,40.715181,-73.993278,40.727826,2,2009,8,3,Monday,Midday,1.202159034056398
11.5,-73.970438,40.759052,-73.99471700000001,40.745397,3,2012,10,6,Saturday,Evening,1.5828262987876358
5.7,-73.94698199999999,40.776137,-73.960815,40.781057,6,2011,11,2,Wednesday,Midday,0.7996524886974246
10.1,-73.990122,40.757397,-73.95865699999999,40.774963,2,2010,10,29,Friday,Afternoon,2.045661983456542
4.0,-73.951145,40.774457,-73.956625,40.777462,5,2013,3,18,Monday,Morning,0.35402756630253546
5.0,-73.96933,40.758292,-73.97193299999999,40.763903000000006,1,2013,11,18,Monday,Morning,0.41094522735966144
6.0,-73.959498,40.815423,-73.959745,40.80113,1,2013,10,27,Sunday,Midday,0.987696265326805
3.0,-73.981449,40.752254,-73.967192,40.79271,1,2009,2,23,Monday,Evening,2.8932521824890665
8.0,-73.97974395751955,40.73989486694336,-73.99567413330078,40.72814559936523,1,2015,2,14,Saturday,Evening,1.1639515732756889
5.7,-73.99743000000001,40.745038,-73.984619,40.743005,1,2011,6,18,Saturday,Evening,0.6852176345372748
10.9,-73.997659,40.724345,-73.992908,40.766037,1,2012,7,17,Tuesday,Late Night,2.8915328387557895
10.0,-73.955621,40.785158,-73.96078299999999,40.80686,1,2014,4,7,Monday,Midday,1.5236731088954139
8.0,-73.97654,40.756157,-73.97641800000001,40.765805,1,2014,4,23,Wednesday,Morning,0.6666840783870491
6.1,-73.960409,40.76211,-73.971756,40.760478000000006,1,2009,4,30,Thursday,Midday,0.6044798102618459
4.9,-73.949963,40.780155,-73.96152,40.764305,1,2012,3,25,Sunday,Night,1.2510754533913888
15.7,-73.967383,40.753040000000006,-74.011715,40.702763,1,2010,3,11,Thursday,Morning,4.1782253741395845
7.7,-73.949708,40.796215,-73.947457,40.775545,1,2009,6,4,Thursday,Midday,1.4330941378627802
5.3,-73.990588,40.756087,-73.974805,40.760766,4,2009,1,23,Friday,Morning,0.8870855545150828
6.9,-73.972363,40.791003,-73.979378,40.773902,1,2009,7,2,Thursday,Midday,1.2373265241514764
7.7,-73.99114499999999,40.72391,-74.01181,40.722582,2,2011,12,25,Sunday,Midday,1.086046833468389
5.3,-73.990555,40.749465,-73.978133,40.748582,5,2010,12,26,Sunday,Afternoon,0.6531066222472974
10.9,-73.967706,40.787659000000005,-73.987713,40.755497,1,2011,12,15,Thursday,Midday,2.45657971757819
10.5,-73.998547,40.760567,-73.984712,40.749277,1,2013,10,2,Wednesday,Midday,1.0644108854984595
8.0,-73.98732199999999,40.76042,-73.987505,40.743671,4,2014,5,17,Saturday,Late Night,1.1573550942694488
11.5,-73.9820785522461,40.76541519165039,-73.95279693603516,40.780029296875,1,2015,3,26,Thursday,Evening,1.835069937905275
6.5,-73.946013,40.773122,-73.953603,40.784923,5,2011,4,6,Wednesday,Afternoon,0.9069865406374484
10.6,-73.982778,40.73958,-74.012254,40.716941,1,2009,2,13,Friday,Late Night,2.197562377765015
5.5,-73.95504760742188,40.773380279541016,-73.96177673339844,40.759525299072266,1,2015,2,28,Saturday,Late Night,1.0200607618092477
5.7,-73.992986,40.748603,-73.978241,40.751515000000005,1,2010,12,4,Saturday,Night,0.7976358623152378
7.7,-74.000582,40.73733,-73.984487,40.746717,6,2012,6,4,Monday,Midday,1.0633417667610567
10.0,-73.97806700000001,40.756105,-73.977902,40.771845,5,2014,1,21,Tuesday,Morning,1.0876302697000721
8.0,-74.002255,40.726657,-73.98411,40.721532,1,2014,2,12,Wednesday,Evening,1.0140310487988404
8.1,-73.963026,40.77806,-73.978337,40.758186,4,2009,11,6,Friday,Afternoon,1.589906949770962
12.9,-73.969335,40.752108,-73.982585,40.735275,1,2010,9,19,Sunday,Late Night,1.3542512344074562
11.5,-73.992047,40.738482,-73.99237,40.76393,1,2013,6,9,Sunday,Midday,1.7584766280012198
9.3,-73.977624,40.752356,-73.99342800000001,40.728444,1,2010,4,6,Tuesday,Midday,1.8478498432583597
3.7,-73.995822,40.716237,-74.004078,40.721047,1,2010,5,25,Tuesday,Evening,0.5453512104694885
14.5,-74.011325,40.707982,-73.975627,40.732842,1,2014,1,15,Wednesday,Evening,2.5388301572028964
13.3,-74.008224,40.731243,-73.977323,40.782752,1,2012,2,29,Wednesday,Evening,3.909401308353636
17.3,-73.950039,40.776291,-73.991899,40.749492,1,2010,1,29,Friday,Midday,2.868528979071188
11.5,-73.99127960205078,40.75961685180664,-73.9740219116211,40.75860977172852,1,2015,5,28,Thursday,Midday,0.9059222516486755
6.0,-73.988623,40.758334999999995,-73.996758,40.742582,1,2014,9,2,Tuesday,Late Night,1.1688249776100208
8.9,-73.992052,40.725058,-74.009715,40.723742,5,2009,12,6,Sunday,Evening,0.9294007925671511
12.9,-73.989334,40.738263,-73.96464399999999,40.774094,1,2011,11,30,Wednesday,Midday,2.7928125668931303
10.5,-73.979333,40.727698,-73.991385,40.758334999999995,1,2012,6,30,Saturday,Late Night,2.2089659710152607
6.1,-73.990083,40.724319,-73.991112,40.734132,1,2011,4,23,Saturday,Late Night,0.680192017705488
5.3,-74.007427,40.715485,-73.99149799999999,40.748636,1,2010,8,31,Tuesday,Midday,2.4377701875551807
12.1,-73.989292,40.774337,-74.010024,40.720667,1,2011,5,26,Thursday,Morning,3.8640075735021773
12.5,-73.962285,40.779706,-73.983882,40.75727,2,2012,2,24,Friday,Midday,1.9185151119492738
8.9,-73.977988,40.752415,-73.997867,40.76596,2,2012,1,21,Saturday,Midday,1.3994554389137481
13.0,-73.98358154296875,40.77362060546875,-73.95263671875,40.778419494628906,1,2015,4,8,Wednesday,Midday,1.6528051436924458
8.5,-73.974065,40.791793,-73.97963299999999,40.772718,1,2013,1,4,Friday,Afternoon,1.3498473012525545
16.5,-73.989837,40.764552,-74.011298,40.72288,4,2013,2,22,Friday,Midday,3.090857392650966
7.7,-73.995604,40.724971999999994,-73.996842,40.742667,1,2009,9,10,Thursday,Afternoon,1.2243987662936238
12.5,-73.956097,40.773824,-73.97313,40.762953,1,2010,6,9,Wednesday,Midday,1.1656612102126513
5.3,-73.986793,40.750617,-73.98624000000001,40.75904,1,2009,9,11,Friday,Afternoon,0.5827282835042902
10.1,-73.96368199999999,40.774066999999995,-73.96126,40.756335,1,2011,9,7,Wednesday,Midday,1.2317773171216133
7.0,-74.003096,40.741928,-73.991644,40.730244,1,2012,9,4,Tuesday,Night,1.0056345398143123
8.9,-73.97681999999999,40.787902,-73.97402199999999,40.763288,5,2009,5,22,Friday,Midday,1.7070579360579288
6.1,-73.949433,40.785342,-73.966222,40.789712,1,2010,10,29,Friday,Morning,0.9287936670463826
7.0,-73.992547,40.723822,-73.9788,40.740867,1,2014,9,3,Wednesday,Evening,1.380302965151436
7.7,-73.969537,40.800523,-73.976438,40.779779,2,2011,5,13,Friday,Midday,1.478126470836547
3.3,-74.0025,40.7284,-74.0005,40.7324,0,2011,6,13,Monday,Midday,0.2955646440424685
3.7,-73.987237,40.744943,-73.982075,40.748845,4,2009,9,12,Saturday,Late Night,0.38172546353700193
4.5,-73.98768000000001,40.744552,-73.97944,40.740598,1,2011,9,10,Saturday,Late Night,0.5106193263637772
8.9,-73.972645,40.789463,-73.983118,40.766138,1,2009,4,30,Thursday,Afternoon,1.7023140434015827
9.3,-73.961563,40.777172,-73.98985400000001,40.756936,1,2011,11,28,Monday,Evening,2.0364481374998733
4.9,-73.982605,40.760827,-73.97444399999999,40.755943,1,2010,7,12,Monday,Morning,0.5443687015103308
9.0,-74.009233,40.729696999999994,-73.982057,40.740807,1,2013,12,4,Wednesday,Late Night,1.6167488259092844
17.7,-73.98796800000001,40.728195,-73.988702,40.773959999999995,5,2010,12,18,Saturday,Late Night,3.162484381634395
10.9,-73.97880699999999,40.740637,-74.003427,40.706115,1,2010,6,28,Monday,Night,2.7115111948979256
5.5,-73.98526700000001,40.745182,-73.972706,40.743399,1,2013,8,12,Monday,Evening,0.6690151826550831
8.1,-73.987127,40.733093,-74.00573299999999,40.740065,1,2012,7,6,Friday,Night,1.0867562375314235
8.5,-73.97789499999999,40.754643,-73.95179399999999,40.788747,1,2010,12,1,Wednesday,Late Night,2.7237135833797543
6.5,-73.95829599999999,40.775838,-73.945738,40.785643,2,2011,10,21,Friday,Morning,0.943785594306577
5.3,-73.958985,40.771485,-73.94726899999999,40.779883,1,2012,3,22,Thursday,Evening,0.8441292434896809
6.5,-73.957464,40.774454,-73.977799,40.786306,1,2009,7,1,Wednesday,Afternoon,1.3426456396896453
15.0,-73.96135500000001,40.760549,-74.004793,40.736037,1,2014,6,18,Wednesday,Night,2.835335364111958
9.5,-73.989062,40.758592,-73.969622,40.759477,1,2014,7,18,Friday,Midday,1.0193022265504217
18.0,-73.9856719970703,40.72713851928711,-73.9529037475586,40.7796287536621,1,2015,5,15,Friday,Afternoon,4.012063507082631
6.9,-73.984535,40.75095,-73.990498,40.746608,1,2011,1,26,Wednesday,Afternoon,0.43295167689886177
